nombre,id_candidato,fecha,partido,id_partido,activo,observacion,foto,video,nota,epigrafe
Fernando Sánchez,40,2011,Coalición Cívica ARI,35,1,Legislador porteño y candidato a vicejefe de gobierno de Estenssoro; jefe del bloque de la CC en la Legislatura,,,,
Fernando Sánchez,40,2013,UNEN,20,1,Tercer candidato a diputado nacional por la Ciudad,,,,
Carla Carrizo,41,2001,UCR,29,1,Jefa de asesores de la legisladora porteña Irma Gerch,,,,
Carla Carrizo,41,2003,NADA,,1,,,,,
Carla Carrizo,41,2005,UCR,29,1,Coordinadora del Equipo Técnico de la reforma de la Carta Orgánica de la UCR (presidencia de la Convención de Ricardo Gil Lavedra),,,,
Carla Carrizo,41,2007,UCR,29,1,Coordinadora del Equipo Técnico del Comité Nacional para la Reforma de la Carta Orgánica Nacional de la UCR,,,,
Carla Carrizo,41,2009,UCR,29,1,Integrante del Instituto de Políticas Públicas del Comité Nacional,,,,
Carla Carrizo,41,2011,UCR,29,1,Integrante del Instituto de Políticas Públicas del Comité Nacional,,,,
Carla Carrizo,41,2013,UNEN,20,1,Cuarta candidata a diputada nacional por la Ciudad (se presentó en la interna por la lista Suma+),,,http://www.lanacion.com.ar/1595934-terragno-presento-sus-candidatos-junto-con-lousteau,
Jorge Altamira,42,2001,Partido Obrero,30,1,Legislador porteño; presidente del PO,,,,
Jorge Altamira,42,2003,Partido Obrero,30,1,Candidato a presidente,altamira2004.jpg,,,"Marcha del Partido Obrero, liderada por Altamira"
Jorge Altamira,42,2005,Partido Obrero,30,1,Encabeza la lista a diputados nacionales por la Ciudad; no obtiene la banca,,,,
Jorge Altamira,42,2007,Partido Obrero,30,1,Presidente del partido,,,,
Jorge Altamira,42,2009,Partido Obrero,30,1,Encabeza la lista a diputados nacionales por la Ciudad:no obtiene la banca,,,,
Jorge Altamira,42,2011,Frente de Izquierda y de los Trabajadores,23,1,Candidato a presidente,,,,
Jorge Altamira,42,2013,Frente de Izquierda y de los Trabajadores,23,1,Encabeza la lista a diputados nacionales por la Ciudad,,,,
Luis Zamora,43,2001,Autodeterminación y Libertad,25,1,Encabeza la lista a diputados nacionales por la Ciudad tras fundar el partido AyL,zamoramarcha.jpg,,,Zamora conversa con manifestantes en plena crisis de 2001
Luis Zamora,43,2003,Autodeterminación y Libertad,25,1,Diputado nacional por la Ciudad y candidato a jefe de gobierno porteño,,,,
Luis Zamora,43,2005,Autodeterminación y Libertad,25,1,Encabeza la lista a diputados nacionales por la Ciudad; no logra renovar su banca,,,,
Luis Zamora,43,2007,Autodeterminación y Libertad,25,1,Su partido decide no presentarse en las elecciones,,,,
Luis Zamora,43,2009,Autodeterminación y Libertad,25,1,Encabeza la lista a diputados nacionales por la Ciudad; no obtiene la banca,,,,
Luis Zamora,43,2011,Autodeterminación y Libertad,25,1,Candidato a jefe de gobierno,,,,
Luis Zamora,43,2013,Autodeterminación y Libertad,25,1,Encabeza la lista a diputados nacionales por la Ciudad,,,,
Itai Hagman,44,2001,NADA,,1,,,,,
Itai Hagman,44,2003,NADA,,1,,,,,
Itai Hagman,44,2005,NADA,,1,,,,,
Itai Hagman,44,2007,NADA,,1,,,,,
Itai Hagman,44,2009,NADA,,1,,,,,
Itai Hagman,44,2011,Marea Popular,28,1,"Miembro de la corriente universitaria La Mella, por la que fue presidente de la FUBA",,,http://www.lanacion.com.ar/1308476-la-controvertida-conduccion-de-la-fuba,
Itai Hagman,44,2013,Camino Popular,24,1,Encabeza la lista a diputados nacionales por la Ciudad,,,,
Norma Gómez,45,2001,NADA,,1,,,,,
Norma Gómez,45,2003,NADA,,1,,,,,
Norma Gómez,45,2005,NADA,,1,,,,,
Norma Gómez,45,2007,NADA,,1,,,,,
Norma Gómez,45,2009,NADA,,1,,,,,
Norma Gómez,45,2011,NADA,,1,,,,,
Norma Gómez,45,2013,Compromiso Federal,26,1,Renuncian los candidatos de la lista en medio de una fuerte pelea interna del partido de Rodríguez Saá.,,,http://www.lanacion.com.ar/1621956-la-insolita-saga-de-renuncias-demandas-y-peleas-en-las-listas-de-compromiso-federal,
